,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109
162544,2015,4,12,5,6,2015-12-05,AA,19805,AA,N128UW,1829,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,1755,1752.0,-3.0,0.0,0.0,-1.0,1700-1759,14.0,1806.0,1929.0,3.0,1935,1932.0,-3.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,100.0,100.0,83.0,1.0,507.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316322,2015,4,12,16,3,2015-12-16,OO,20304,OO,N685BR,7369,10333,1033302,30333,APN,"Alpena, MI",MI,26,Michigan,43,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1015,1003.0,-12.0,0.0,0.0,-1.0,1000-1059,14.0,1017.0,1103.0,5.0,1121,1108.0,-13.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,66.0,65.0,46.0,1.0,198.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73457,2015,4,12,10,4,2015-12-10,EV,20366,EV,N16571,4137,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10469,1046902,30469,AZO,"Kalamazoo, MI",MI,26,Michigan,43,1550,1542.0,-8.0,0.0,0.0,-1.0,1500-1559,10.0,1552.0,1717.0,6.0,1752,1723.0,-29.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,62.0,41.0,25.0,1.0,122.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124563,2015,4,12,24,4,2015-12-24,AA,19805,AA,N3JBAA,205,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,623,635.0,12.0,12.0,0.0,0.0,0600-0659,21.0,656.0,1045.0,6.0,1005,1051.0,46.0,46.0,1.0,3.0,1000-1059,0.0,,0.0,402.0,436.0,409.0,1.0,2611.0,11,0.0,12.0,34.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149188,2015,4,12,17,4,2015-12-17,AA,19805,AA,N3EJAA,2389,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6,California,91,1525,1522.0,-3.0,0.0,0.0,-1.0,1500-1559,13.0,1535.0,1627.0,9.0,1643,1636.0,-7.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,198.0,194.0,172.0,1.0,1205.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413828,2015,4,12,15,2,2015-12-15,WN,19393,WN,N638SW,4042,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,805,826.0,21.0,21.0,1.0,1.0,0800-0859,10.0,836.0,1031.0,7.0,1035,1038.0,3.0,3.0,0.0,0.0,1000-1059,0.0,,0.0,150.0,132.0,115.0,1.0,946.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364197,2015,4,12,11,5,2015-12-11,OO,20304,OO,N774SK,5172,11638,1163805,31638,FAT,"Fresno, CA",CA,6,California,91,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,1316,1312.0,-4.0,0.0,0.0,-1.0,1300-1359,29.0,1341.0,1424.0,12.0,1420,1436.0,16.0,16.0,1.0,1.0,1400-1459,0.0,,0.0,64.0,84.0,43.0,1.0,209.0,1,0.0,0.0,16.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418622,2015,4,12,15,2,2015-12-15,WN,19393,WN,N8302F,286,13871,1387102,33316,OMA,"Omaha, NE",NE,31,Nebraska,65,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1315,1429.0,74.0,74.0,1.0,4.0,1300-1359,10.0,1439.0,1504.0,5.0,1415,1509.0,54.0,54.0,1.0,3.0,1400-1459,0.0,,0.0,180.0,160.0,145.0,1.0,1099.0,5,20.0,0.0,0.0,0.0,34.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115709,2015,4,12,13,7,2015-12-13,HA,19690,HA,N488HA,343,12173,1217302,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,12982,1298202,32982,LIH,"Lihue, HI",HI,15,Hawaii,2,1210,1202.0,-8.0,0.0,0.0,-1.0,1200-1259,15.0,1217.0,1239.0,4.0,1252,1243.0,-9.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,42.0,41.0,22.0,1.0,102.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161877,2015,4,12,6,7,2015-12-06,AA,19805,AA,N760US,665,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,845,834.0,-11.0,0.0,0.0,-1.0,0800-0859,28.0,902.0,1049.0,9.0,1055,1058.0,3.0,3.0,0.0,0.0,1000-1059,0.0,,0.0,310.0,324.0,287.0,1.0,1995.0,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460442,2015,4,12,27,7,2015-12-27,WN,19393,WN,N251WN,1180,11140,1114005,31140,CRP,"Corpus Christi, TX",TX,48,Texas,74,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,610,608.0,-2.0,0.0,0.0,-1.0,0600-0659,9.0,617.0,650.0,7.0,700,657.0,-3.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,50.0,49.0,33.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318380,2015,4,12,4,5,2015-12-04,OO,20304,OO,N764SK,6526,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,628,626.0,-2.0,0.0,0.0,-1.0,0600-0659,34.0,700.0,854.0,4.0,852,858.0,6.0,6.0,0.0,0.0,0800-0859,0.0,,0.0,84.0,92.0,54.0,1.0,370.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420410,2015,4,12,16,3,2015-12-16,WN,19393,WN,N8607M,2938,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,1125,1125.0,0.0,0.0,0.0,0.0,1100-1159,7.0,1132.0,1235.0,5.0,1255,1240.0,-15.0,0.0,0.0,-1.0,1200-1259,0.0,,0.0,150.0,135.0,123.0,1.0,882.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139883,2015,4,12,27,7,2015-12-27,AA,19805,AA,N3HXAA,1338,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,2115,1003.0,768.0,768.0,1.0,12.0,2100-2159,25.0,1028.0,1902.0,8.0,553,1910.0,797.0,797.0,1.0,12.0,0001-0559,0.0,,0.0,338.0,367.0,334.0,1.0,2724.0,11,768.0,0.0,29.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118471,2015,4,12,1,2,2015-12-01,HA,19690,HA,N487HA,325,13830,1383002,33830,OGG,"Kahului, HI",HI,15,Hawaii,2,12173,1217302,32134,HNL,"Honolulu, HI",HI,15,Hawaii,2,1728,1721.0,-7.0,0.0,0.0,-1.0,1700-1759,8.0,1729.0,1749.0,6.0,1805,1755.0,-10.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,37.0,34.0,20.0,1.0,100.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372725,2015,4,12,3,4,2015-12-03,WN,19393,WN,N733SA,2360,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,550,547.0,-3.0,0.0,0.0,-1.0,0001-0559,10.0,557.0,921.0,5.0,935,926.0,-9.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,165.0,159.0,144.0,1.0,1121.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30534,2015,4,12,18,5,2015-12-18,DL,19790,DL,N959DN,82,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1215,1211.0,-4.0,0.0,0.0,-1.0,1200-1259,8.0,1219.0,1418.0,4.0,1439,1422.0,-17.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,84.0,71.0,59.0,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357092,2015,4,12,4,5,2015-12-04,UA,19977,UA,N76523,548,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1217,1223.0,6.0,6.0,0.0,0.0,1200-1259,11.0,1234.0,1407.0,8.0,1424,1415.0,-9.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,247.0,232.0,213.0,1.0,1546.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60932,2015,4,12,31,4,2015-12-31,DL,19790,DL,N895AT,858,14027,1402702,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,12478,1247803,31703,JFK,"New York, NY",NY,36,New York,22,1215,1310.0,55.0,55.0,1.0,3.0,1200-1259,18.0,1328.0,1533.0,15.0,1503,1548.0,45.0,45.0,1.0,3.0,1500-1559,0.0,,0.0,168.0,158.0,125.0,1.0,1028.0,5,6.0,0.0,0.0,0.0,39.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329259,2015,4,12,23,3,2015-12-23,UA,19977,UA,N18243,1131,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,14843,1484304,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,2200,12.0,132.0,132.0,1.0,8.0,2200-2259,12.0,24.0,451.0,7.0,245,458.0,133.0,133.0,1.0,8.0,0001-0559,0.0,,0.0,225.0,226.0,207.0,1.0,1571.0,7,132.0,0.0,1.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405284,2015,4,12,11,5,2015-12-11,WN,19393,WN,N298WN,1359,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,705,702.0,-3.0,0.0,0.0,-1.0,0700-0759,21.0,723.0,845.0,4.0,900,849.0,-11.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,175.0,167.0,142.0,1.0,888.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348120,2015,4,12,10,4,2015-12-10,UA,19977,UA,N494UA,372,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14771,1477102,32457,SFO,"San Francisco, CA",CA,6,California,91,826,829.0,3.0,3.0,0.0,0.0,0800-0859,28.0,857.0,943.0,2.0,935,945.0,10.0,10.0,0.0,0.0,0900-0959,0.0,,0.0,129.0,136.0,106.0,1.0,651.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421074,2015,4,12,15,2,2015-12-15,WN,19393,WN,N767SW,1214,14843,1484304,34819,SJU,"San Juan, PR",PR,72,Puerto Rico,3,11697,1169704,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,730,738.0,8.0,8.0,0.0,0.0,0700-0759,15.0,753.0,907.0,6.0,920,913.0,-7.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,170.0,155.0,134.0,1.0,1046.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246210,2015,4,12,1,2,2015-12-01,MQ,20398,MQ,N658MQ,3232,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11637,1163703,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,2000,1959.0,-1.0,0.0,0.0,-1.0,2000-2059,21.0,2020.0,2140.0,5.0,2159,2145.0,-14.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,119.0,106.0,80.0,1.0,557.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432553,2015,4,12,20,7,2015-12-20,WN,19393,WN,N498SW,2393,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,13796,1379604,32457,OAK,"Oakland, CA",CA,6,California,91,2010,2008.0,-2.0,0.0,0.0,-1.0,2000-2059,8.0,2016.0,2120.0,7.0,2120,2127.0,7.0,7.0,0.0,0.0,2100-2159,0.0,,0.0,70.0,79.0,64.0,1.0,325.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368876,2015,4,12,1,2,2015-12-01,WN,19393,WN,N7702A,189,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1105,1105.0,0.0,0.0,0.0,0.0,1100-1159,6.0,1111.0,1253.0,5.0,1310,1258.0,-12.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,125.0,113.0,102.0,1.0,763.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63523,2015,4,12,28,1,2015-12-28,EV,20366,EV,N905EV,2848,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,11982,1198202,31982,GRK,"Killeen, TX",TX,48,Texas,74,1050,1156.0,66.0,66.0,1.0,4.0,1000-1059,27.0,1223.0,1258.0,4.0,1145,1302.0,77.0,77.0,1.0,5.0,1100-1159,0.0,,0.0,55.0,66.0,35.0,1.0,134.0,1,24.0,0.0,11.0,0.0,42.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126326,2015,4,12,9,3,2015-12-09,AA,19805,AA,N474AA,1004,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,846,844.0,-2.0,0.0,0.0,-1.0,0800-0859,12.0,856.0,932.0,11.0,955,943.0,-12.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,69.0,59.0,36.0,1.0,190.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223331,2015,4,12,27,7,2015-12-27,AA,19805,AA,N3ADAA,1432,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,900,943.0,43.0,43.0,1.0,2.0,0900-0959,12.0,955.0,1158.0,11.0,1134,1209.0,35.0,35.0,1.0,2.0,1100-1159,0.0,,0.0,274.0,266.0,243.0,1.0,1797.0,8,35.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243003,2015,4,12,29,2,2015-12-29,MQ,20398,MQ,N668MQ,3132,11003,1100303,31003,CID,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1133,1222.0,49.0,49.0,1.0,3.0,1100-1159,8.0,1230.0,1312.0,9.0,1249,1321.0,32.0,32.0,1.0,2.0,1200-1259,0.0,,0.0,76.0,59.0,42.0,1.0,196.0,1,4.0,0.0,0.0,0.0,28.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240698,2015,4,12,19,6,2015-12-19,MQ,20398,MQ,N653MQ,3045,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,1150,1148.0,-2.0,0.0,0.0,-1.0,1100-1159,14.0,1202.0,1328.0,7.0,1347,1335.0,-12.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,57.0,47.0,26.0,1.0,137.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109366,2015,4,12,26,6,2015-12-26,F9,20436,F9,N919FR,1296,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,925,953.0,28.0,28.0,1.0,1.0,0900-0959,20.0,1013.0,1327.0,7.0,1312,1334.0,22.0,22.0,1.0,1.0,1300-1359,0.0,,0.0,167.0,161.0,134.0,1.0,1005.0,5,7.0,0.0,15.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244591,2015,4,12,1,2,2015-12-01,MQ,20398,MQ,N632MQ,3159,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14842,1484202,34842,SJT,"San Angelo, TX",TX,48,Texas,74,1650,1643.0,-7.0,0.0,0.0,-1.0,1600-1659,14.0,1657.0,1740.0,2.0,1753,1742.0,-11.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,63.0,59.0,43.0,1.0,229.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380091,2015,4,12,3,4,2015-12-03,WN,19393,WN,N213WN,3214,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,2010,2134.0,84.0,84.0,1.0,5.0,2000-2059,13.0,2147.0,44.0,2.0,2330,46.0,76.0,76.0,1.0,5.0,2300-2359,0.0,,0.0,140.0,132.0,117.0,1.0,973.0,4,76.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95800,2015,4,12,17,4,2015-12-17,DL,19790,DL,N980AT,2042,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1354,1439.0,45.0,45.0,1.0,3.0,1300-1359,23.0,1502.0,1639.0,7.0,1611,1646.0,35.0,35.0,1.0,2.0,1600-1659,0.0,,0.0,137.0,127.0,97.0,1.0,746.0,3,0.0,0.0,35.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467175,2015,4,12,29,2,2015-12-29,WN,19393,WN,N8619F,4668,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,645,705.0,20.0,20.0,1.0,1.0,0600-0659,8.0,713.0,835.0,7.0,850,842.0,-8.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,125.0,97.0,82.0,1.0,663.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
