,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109
60563,2015,4,12,30,3,2015-12-30,DL,19790,DL,N344NB,2616,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,1935,1933.0,-2.0,0.0,0.0,-1.0,1900-1959,30.0,2003.0,2252.0,3.0,2305,2255.0,-10.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,150.0,142.0,109.0,1.0,980.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238191,2015,4,12,23,3,2015-12-23,AA,19805,AA,N3KUAA,2525,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,2007,2053.0,46.0,46.0,1.0,3.0,2000-2059,14.0,2107.0,2304.0,6.0,2245,2310.0,25.0,25.0,1.0,1.0,2200-2259,0.0,,0.0,338.0,317.0,297.0,1.0,2218.0,9,6.0,0.0,0.0,0.0,19.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187577,2015,4,12,30,3,2015-12-30,AA,19805,AA,N717UW,1784,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,925,954.0,29.0,29.0,1.0,1.0,0900-0959,28.0,1022.0,1112.0,3.0,1017,1115.0,58.0,58.0,1.0,3.0,1000-1059,0.0,,0.0,112.0,141.0,110.0,1.0,511.0,3,0.0,29.0,29.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259256,2015,4,12,29,2,2015-12-29,MQ,20398,MQ,N525MQ,3532,13851,1385103,33851,OKC,"Oklahoma City, OK",OK,40,Oklahoma,73,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,656,854.0,118.0,118.0,1.0,7.0,0600-0659,24.0,918.0,956.0,8.0,808,1004.0,116.0,116.0,1.0,7.0,0800-0859,0.0,,0.0,72.0,70.0,38.0,1.0,175.0,1,116.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451105,2015,4,12,25,5,2015-12-25,WN,19393,WN,N424WN,5192,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,2125,2121.0,-4.0,0.0,0.0,-1.0,2100-2159,9.0,2130.0,2257.0,4.0,2310,2301.0,-9.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,105.0,100.0,87.0,1.0,604.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324566,2015,4,12,27,7,2015-12-27,UA,19977,UA,N492UA,1948,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1807,2332.0,325.0,325.0,1.0,12.0,1800-1859,20.0,2352.0,117.0,7.0,2009,124.0,315.0,315.0,1.0,12.0,2000-2059,0.0,,0.0,182.0,172.0,145.0,1.0,1009.0,5,0.0,0.0,6.0,0.0,309.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468171,2015,4,12,30,3,2015-12-30,WN,19393,WN,N213WN,1869,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,725,747.0,22.0,22.0,1.0,1.0,0700-0759,11.0,758.0,858.0,8.0,850,906.0,16.0,16.0,1.0,1.0,0800-0859,0.0,,0.0,85.0,79.0,60.0,1.0,460.0,2,3.0,0.0,0.0,0.0,13.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136867,2015,4,12,9,3,2015-12-09,AA,19805,AA,N4WMAA,1255,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,505,458.0,-7.0,0.0,0.0,-1.0,0001-0559,29.0,527.0,608.0,5.0,623,613.0,-10.0,0.0,0.0,-1.0,0600-0659,0.0,,0.0,78.0,75.0,41.0,1.0,237.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260385,2015,4,12,25,5,2015-12-25,MQ,20398,MQ,N528MQ,3638,15919,1591902,31834,XNA,"Fayetteville, AR",AR,5,Arkansas,71,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1552,1540.0,-12.0,0.0,0.0,-1.0,1500-1559,9.0,1549.0,1658.0,12.0,1744,1710.0,-34.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,112.0,90.0,69.0,1.0,522.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369099,2015,4,12,1,2,2015-12-01,WN,19393,WN,N7702A,189,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,15370,1537002,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,1630,1628.0,-2.0,0.0,0.0,-1.0,1600-1659,10.0,1638.0,1925.0,12.0,1940,1937.0,-3.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,130.0,129.0,107.0,1.0,935.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331642,2015,4,12,20,7,2015-12-20,UA,19977,UA,N487UA,445,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1601,1602.0,1.0,1.0,0.0,0.0,1600-1659,16.0,1618.0,1909.0,12.0,1926,1921.0,-5.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,145.0,139.0,111.0,1.0,862.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444519,2015,4,12,23,3,2015-12-23,WN,19393,WN,N527SW,1224,12206,1220603,32206,HRL,"Harlingen/San Benito, TX",TX,48,Texas,74,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,1445,1436.0,-9.0,0.0,0.0,-1.0,1400-1459,9.0,1445.0,1529.0,5.0,1550,1534.0,-16.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,65.0,58.0,44.0,1.0,277.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183956,2015,4,12,25,5,2015-12-25,AA,19805,AA,N838AW,599,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1425,1505.0,40.0,40.0,1.0,2.0,1400-1459,17.0,1522.0,1748.0,7.0,1652,1755.0,63.0,63.0,1.0,4.0,1600-1659,0.0,,0.0,207.0,230.0,206.0,1.0,1262.0,6,1.0,0.0,23.0,0.0,39.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,2015,4,12,8,2,2015-12-08,DL,19790,DL,N953AT,1644,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1200,1155.0,-5.0,0.0,0.0,-1.0,1200-1259,17.0,1212.0,1403.0,6.0,1417,1409.0,-8.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,77.0,74.0,51.0,1.0,235.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406398,2015,4,12,12,6,2015-12-12,WN,19393,WN,N497WN,3163,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,10599,1059904,30599,BHM,"Birmingham, AL",AL,1,Alabama,51,1800,1807.0,7.0,7.0,0.0,0.0,1800-1859,13.0,1820.0,1855.0,4.0,1910,1859.0,-11.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,130.0,112.0,95.0,1.0,682.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475109,2015,4,12,29,2,2015-12-29,WN,19393,WN,N267WN,1689,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,1455,1543.0,48.0,48.0,1.0,3.0,1400-1459,7.0,1550.0,1656.0,15.0,1625,1711.0,46.0,46.0,1.0,3.0,1600-1659,0.0,,0.0,90.0,88.0,66.0,1.0,436.0,2,8.0,0.0,0.0,0.0,38.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12122,2015,4,12,10,4,2015-12-10,DL,19790,DL,N982AT,2012,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13930,1393004,30977,ORD,"Chicago, IL",IL,17,Illinois,41,725,724.0,-1.0,0.0,0.0,-1.0,0700-0759,12.0,736.0,806.0,6.0,835,812.0,-23.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,130.0,108.0,90.0,1.0,606.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451397,2015,4,12,26,6,2015-12-26,WN,19393,WN,N515SW,4423,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,11540,1154003,30615,ELP,"El Paso, TX",TX,48,Texas,74,1500,1532.0,32.0,32.0,1.0,2.0,1500-1559,10.0,1542.0,1601.0,5.0,1540,1606.0,26.0,26.0,1.0,1.0,1500-1559,0.0,,0.0,100.0,94.0,79.0,1.0,528.0,3,2.0,0.0,0.0,0.0,24.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124057,2015,4,12,4,5,2015-12-04,AA,19805,AA,N785AA,125,12478,1247803,31703,JFK,"New York, NY",NY,36,New York,22,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,2100,2110.0,10.0,10.0,0.0,0.0,2100-2159,30.0,2140.0,22.0,15.0,28,37.0,9.0,9.0,0.0,0.0,0001-0559,0.0,,0.0,388.0,387.0,342.0,1.0,2475.0,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209148,2015,4,12,8,2,2015-12-08,B6,20409,B6,N198JB,400,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1150,1147.0,-3.0,0.0,0.0,-1.0,1100-1159,23.0,1210.0,1550.0,3.0,1556,1553.0,-3.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,186.0,186.0,160.0,1.0,1368.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406440,2015,4,12,12,6,2015-12-12,WN,19393,WN,N8639B,2190,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,11697,1169704,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,725,721.0,-4.0,0.0,0.0,-1.0,0700-0759,14.0,735.0,935.0,16.0,1005,951.0,-14.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,160.0,150.0,120.0,1.0,925.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148238,2015,4,12,21,1,2015-12-21,AA,19805,AA,N4WKAA,2214,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,900,856.0,-4.0,0.0,0.0,-1.0,0900-0959,23.0,919.0,950.0,6.0,958,956.0,-2.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,118.0,120.0,91.0,1.0,569.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373363,2015,4,12,14,1,2015-12-14,OO,20304,OO,N970SW,6237,10627,1062702,30627,BIS,"Bismarck/Mandan, ND",ND,38,North Dakota,66,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1350,1358.0,8.0,8.0,0.0,0.0,1300-1359,14.0,1412.0,1439.0,6.0,1435,1445.0,10.0,10.0,0.0,0.0,1400-1459,0.0,,0.0,105.0,107.0,87.0,1.0,516.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180371,2015,4,12,22,2,2015-12-22,AA,19805,AA,N524UW,708,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1815,1825.0,10.0,10.0,0.0,0.0,1800-1859,26.0,1851.0,2031.0,7.0,2013,2038.0,25.0,25.0,1.0,1.0,2000-2059,0.0,,0.0,298.0,313.0,280.0,1.0,1916.0,8,0.0,0.0,15.0,0.0,10.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394472,2015,4,12,9,3,2015-12-09,WN,19393,WN,N552WN,673,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,1010,1009.0,-1.0,0.0,0.0,-1.0,1000-1059,26.0,1035.0,1334.0,7.0,1325,1341.0,16.0,16.0,1.0,1.0,1300-1359,0.0,,0.0,135.0,152.0,119.0,1.0,879.0,4,0.0,0.0,16.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467843,2015,4,12,30,3,2015-12-30,WN,19393,WN,N399WN,2972,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,11066,1106603,31066,CMH,"Columbus, OH",OH,39,Ohio,44,2215,2248.0,33.0,33.0,1.0,2.0,2200-2259,11.0,2259.0,1.0,5.0,2335,6.0,31.0,31.0,1.0,2.0,2300-2359,0.0,,0.0,80.0,78.0,62.0,1.0,337.0,2,0.0,0.0,0.0,0.0,31.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428595,2015,4,12,19,6,2015-12-19,WN,19393,WN,N738CB,3298,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,935,938.0,3.0,3.0,0.0,0.0,0900-0959,16.0,954.0,1059.0,4.0,1100,1103.0,3.0,3.0,0.0,0.0,1100-1159,0.0,,0.0,85.0,85.0,65.0,1.0,460.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351454,2015,4,12,8,2,2015-12-08,UA,19977,UA,N78509,523,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,1205,1202.0,-3.0,0.0,0.0,-1.0,1200-1259,18.0,1220.0,1408.0,12.0,1433,1420.0,-13.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,268.0,258.0,228.0,1.0,1605.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264694,2015,4,12,18,5,2015-12-18,NK,20416,NK,N505NK,510,13796,1379604,32457,OAK,"Oakland, CA",CA,6,California,91,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,2145,2208.0,23.0,23.0,1.0,1.0,2100-2159,19.0,2227.0,2325.0,21.0,2301,2346.0,45.0,45.0,1.0,3.0,2300-2359,0.0,,0.0,76.0,98.0,58.0,1.0,337.0,2,3.0,0.0,22.0,0.0,20.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60864,2015,4,12,31,4,2015-12-31,DL,19790,DL,N808DN,773,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1320,1316.0,-4.0,0.0,0.0,-1.0,1300-1359,12.0,1328.0,2030.0,5.0,2051,2035.0,-16.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,271.0,259.0,242.0,1.0,2172.0,9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90377,2015,4,12,15,2,2015-12-15,EV,20366,EV,N137EV,4986,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,12197,1219702,31703,HPN,"White Plains, NY",NY,36,New York,22,2042,2036.0,-6.0,0.0,0.0,-1.0,2000-2059,13.0,2049.0,2230.0,4.0,2255,2234.0,-21.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,133.0,118.0,101.0,1.0,780.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462267,2015,4,12,7,1,2015-12-07,WN,19393,WN,N485WN,2420,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,1640,1640.0,0.0,0.0,0.0,0.0,1600-1659,13.0,1653.0,2109.0,6.0,2115,2115.0,0.0,0.0,0.0,0.0,2100-2159,0.0,,0.0,155.0,155.0,136.0,1.0,1067.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268651,2015,4,12,16,3,2015-12-16,NK,20416,NK,N524NK,542,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1345,1404.0,19.0,19.0,1.0,1.0,1300-1359,11.0,1415.0,1518.0,9.0,1511,1527.0,16.0,16.0,1.0,1.0,1500-1559,0.0,,0.0,86.0,83.0,63.0,1.0,406.0,2,0.0,0.0,0.0,0.0,16.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424935,2015,4,12,18,5,2015-12-18,WN,19393,WN,N378SW,599,10140,1014003,30140,ABQ,"Albuquerque, NM",NM,35,New Mexico,86,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,920,1025.0,65.0,65.0,1.0,4.0,0900-0959,16.0,1041.0,1138.0,6.0,1035,1144.0,69.0,69.0,1.0,4.0,1000-1059,0.0,,0.0,75.0,79.0,57.0,1.0,328.0,2,65.0,0.0,4.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364075,2015,4,12,5,6,2015-12-05,OO,20304,OO,N146SY,5167,11109,1110902,30189,COS,"Colorado Springs, CO",CO,8,Colorado,82,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,828,829.0,1.0,1.0,0.0,0.0,0800-0859,18.0,847.0,903.0,9.0,919,912.0,-7.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,51.0,43.0,16.0,1.0,73.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374212,2015,4,12,26,6,2015-12-26,OO,20304,OO,N983SW,6268,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11638,1163805,31638,FAT,"Fresno, CA",CA,6,California,91,1511,1525.0,14.0,14.0,0.0,0.0,1500-1559,23.0,1548.0,1639.0,5.0,1641,1644.0,3.0,3.0,0.0,0.0,1600-1659,0.0,,0.0,150.0,139.0,111.0,1.0,844.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254487,2015,4,12,3,4,2015-12-03,EV,20366,EV,N906EV,2775,11298,1129804,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10781,1078103,30781,BTR,"Baton Rouge, LA",LA,22,Louisiana,72,1845,1840.0,-5.0,0.0,0.0,-1.0,1800-1859,19.0,1859.0,1956.0,6.0,2007,2002.0,-5.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,82.0,82.0,57.0,1.0,383.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365098,2015,4,12,18,5,2015-12-18,VX,21171,VX,N837VA,420,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,12478,1247803,31703,JFK,"New York, NY",NY,36,New York,22,2310,116.0,126.0,126.0,1.0,8.0,2300-2359,19.0,135.0,900.0,12.0,730,912.0,102.0,102.0,1.0,6.0,0700-0759,0.0,,0.0,320.0,296.0,265.0,1.0,2475.0,10,0.0,0.0,0.0,0.0,102.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460022,2015,4,12,27,7,2015-12-27,WN,19393,WN,N7742B,1623,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,750,749.0,-1.0,0.0,0.0,-1.0,0700-0759,11.0,800.0,1012.0,4.0,1025,1016.0,-9.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,155.0,147.0,132.0,1.0,822.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362319,2015,4,12,10,4,2015-12-10,VX,21171,VX,N849VA,406,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,12478,1247803,31703,JFK,"New York, NY",NY,36,New York,22,1040,1041.0,1.0,1.0,0.0,0.0,1000-1059,10.0,1051.0,1833.0,25.0,1905,1858.0,-7.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,325.0,317.0,282.0,1.0,2475.0,10,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
